text,label
"Right now, I revised some topics. I got some fresh air. I feel okay about what I need to do next.",0
I spent some time working and some time resting. I was able to concentrate. I think I can manage the remaining work. I went for a short walk.,0
"Lately, I had a fairly busy schedule. my workload did not feel too difficult. I think I handled the day reasonably well. I got some fresh air.",0
"For some reason, I finished one of my assignments. I spent some time with my family. I think a good night's sleep will help.",0
I was busy for most of the afternoon. I have been finding it difficult to stay focused. I am not sure how to catch up. I got some fresh air.,1
The day was mostly about college work. I had a decent amount of energy. I feel comfortable with how things are going. I talked to a friend. I am just taking it one day at a time.,0
I had a fairly busy schedule. I was satisfied with how the day went. I am looking forward to tomorrow. I took a proper break.,0
I had some college work to finish. things have been harder to manage. I went for a short walk.,1
I had a regular college schedule. I have not been able to relax properly. I took a proper break.,1
Most of my time went into studying. I have been struggling to keep up. I wish I could get away from everything for a while. I took a proper break.,1
I did not do anything particularly different today. I had a decent amount of energy. I feel okay about what I need to do next. I watched something for a little while.,0
"Right now, I stayed in my room after college. I felt comfortable with my routine. I am looking forward to tomorrow. Nothing else really happened.",0
I worked on some coding. I had enough time to relax. I think I handled the day reasonably well.,0
I think I worked on a presentation. things have been harder to manage. I am finding it difficult to get back into my routine.,1
I spent the evening studying. I feel like everything is taking more effort. I spent some time with my family.,1
I worked on some coding. my routine has been difficult to maintain. I wish I could get away from everything for a while.,1
I had a few lectures today. my usual routine feels harder than it should. I just want my mind to slow down.,1
I did not do anything particularly different today. I have not had much energy lately. Hopefully things feel easier tomorrow.,1
